;Substructure;OccurrenceList0;OccurrenceList1;True/False Bonferonni;True/False Benj-Hoch
1782;ccc(cc)CC(=O)NC1CN(C(C)C(=O)O)C1=O;0,0,0,0;1,0,1,0;False;False
1783;cc(O)cccCC(=O)NC1CN(C(C)C(=O)O)C1=O;0,0,0,0;1,0,0,0;False;False
1784;CCNC(=O)CNC(=O)C(N)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1785;cc(cccO)C(N)C(=O)NCC(=O)NC(C)C(=O)O;0,0,0,0;1,0,0,0;False;False
1786;ccc(cc)C(N)C(=O)NCC(=O)NC(C)C(=O)O;0,0,0,0;1,0,0,0;False;False
1787;cc(O)cccC(N)C(=O)NCC(=O)NC(C)C(=O)O;0,0,0,0;1,0,0,0;False;False
1788;CC(NC(=O)CNC(=O)Cc1ccc(O)cc1)C(=O)O;0,0,0,0;1,0,0,0;False;False
1789;CCNCCNC(=O)C(N)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1790;cc(cccO)C(N)C(=O)NCCNC(C)C(=O)O;0,0,0,0;1,0,0,0;False;False
1791;ccc(cc)C(N)C(=O)NCCNC(C)C(=O)O;0,0,0,0;1,0,0,0;False;False
1792;cc(O)cccC(N)C(=O)NCCNC(C)C(=O)O;0,0,0,0;1,0,0,0;False;False
1793;CC(NCCNC(=O)Cc1ccc(O)cc1)C(=O)O;0,0,0,0;1,0,0,0;False;False
1794;NC(C(=O)NC1C(=O)NC1S)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1795;cc(cccO)C(N)C(=O)NC1C(=O)N(C)C1S;0,0,0,0;1,0,0,0;False;False
1796;ccc(cc)C(N)C(=O)NC1C(=O)N(C)C1S;0,0,0,0;1,0,0,0;False;False
1797;ccc(c)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1S;0,0,0,0;1,1,0,0;False;False
1798;cc(O)cccC(N)C(=O)NC1C(=O)N(C)C1S;0,0,0,0;1,0,0,0;False;False
1799;NC(ccccO)C(=O)NC1C(=O)N(CC(=O)O)C1S;0,0,0,0;1,0,0,0;False;False
1800;CN1C(=O)C(NC(=O)Cc2ccc(O)cc2)C1S;0,0,0,0;1,0,0,0;False;False
1801;cc(cccO)CC(=O)NC1C(=O)N(CC(=O)O)C1S;0,0,0,0;1,0,0,0;False;False
1802;ccc(cc)CC(=O)NC1C(=O)N(CC(=O)O)C1S;0,0,0,0;1,1,1,0;False;False
1803;cc(O)cccCC(=O)NC1C(=O)N(CC(=O)O)C1S;0,0,0,0;1,0,0,0;False;False
1804;CNC(S)CNC(=O)C(N)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1805;cc(cccO)C(N)C(=O)NCC(S)NCC(=O)O;0,0,0,0;1,0,0,0;False;False
1806;ccc(cc)C(N)C(=O)NCC(S)NCC(=O)O;0,0,0,0;1,1,0,0;False;False
1807;cc(O)cccC(N)C(=O)NCC(S)NCC(=O)O;0,0,0,0;1,0,0,0;False;False
1808;O=C(O)CNC(S)CNC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1809;CN1CC(NC(=O)C(N)c2ccc(O)cc2)C1=O;0,0,0,0;1,0,0,0;False;False
1810;cc(cccO)C(N)C(=O)NC1CN(CC(=O)O)C1=O;0,0,0,0;1,0,0,0;False;False
1811;ccc(cc)C(N)C(=O)NC1CN(CC(=O)O)C1=O;0,0,0,0;1,1,0,0;False;False
1812;cc(O)cccC(N)C(=O)NC1CN(CC(=O)O)C1=O;0,0,0,0;1,0,0,0;False;False
1813;O=C(O)CN1CC(NC(=O)Cc2ccc(O)cc2)C1=O;0,0,0,0;1,0,0,0;False;False
1814;NC(C(=O)NCCNCC(=O)O)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1815;NC(C(=O)NCC(=O)NCC(=O)O)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1816;cc(c)C(N)C(=O)NC1C(=O)N2CC(C)(C)SC12;0,0,0,0;1,0,0,0;False;False
1817;cccC(N)C(=O)NC1C(=O)N2CC(C)(C)SC12;0,0,0,0;1,0,0,0;False;False
1818;ccC(N)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O;0,0,0,0;1,0,0,0;False;False
1819;ccc(c)CC(=O)NC1C(=O)N2CC(C)(C)SC12;0,0,0,0;1,0,1,0;False;False
1820;cc(c)CC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O;0,0,0,0;1,0,1,0;False;False
1821;CC1(C)CN2C(=O)C(NC(=O)CccccO)C2S1;0,0,0,0;1,0,0,0;False;False
1822;cccCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O;0,0,0,0;1,0,1,0;False;False
1823;ccc(c)C(N)C(=O)NCC1NCC(C)(C)S1;0,0,0,0;1,0,0,0;False;False
1824;cc(c)C(N)C(=O)NCC1NC(C(=O)O)C(C)(C)S1;0,0,0,0;1,0,0,0;False;False
1825;CC1(C)CNC(CNC(=O)C(N)ccccO)S1;0,0,0,0;1,0,0,0;False;False
1826;cccC(N)C(=O)NCC1NC(C(=O)O)C(C)(C)S1;0,0,0,0;1,0,0,0;False;False
1827;cc(cccO)CC(=O)NCC1NCC(C)(C)S1;0,0,0,0;1,0,0,0;False;False
1828;ccc(cc)CC(=O)NCC1NCC(C)(C)S1;0,0,0,0;1,0,1,0;False;False
1829;ccc(c)CC(=O)NCC1NC(C(=O)O)C(C)(C)S1;0,0,0,0;1,0,1,0;False;False
1830;cc(O)cccCC(=O)NCC1NCC(C)(C)S1;0,0,0,0;1,0,0,0;False;False
1831;CC1(C)SC(CNC(=O)CccccO)NC1C(=O)O;0,0,0,0;1,0,0,0;False;False
1832;ccc(c)C(N)C(=O)NC(C=O)CSC(C)(C)C;0,0,0,0;1,0,0,0;False;False
1833;cc(c)C(N)C(=O)NC(C=O)CSC(C)(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
1834;CC(C)(C)SCC(C=O)NC(=O)C(N)ccccO;0,0,0,0;1,0,0,0;False;False
1835;cccC(N)C(=O)NC(C=O)CSC(C)(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
1836;cc(cccO)CC(=O)NC(C=O)CSC(C)(C)C;0,0,0,0;1,0,0,0;False;False
1837;ccc(cc)CC(=O)NC(C=O)CSC(C)(C)C;0,0,0,0;1,0,1,0;False;False
1838;ccc(c)CC(=O)NC(C=O)CSC(C)(C)CC(=O)O;0,0,0,0;1,0,1,0;False;False
1839;cc(O)cccCC(=O)NC(C=O)CSC(C)(C)C;0,0,0,0;1,0,0,0;False;False
1840;CC(C)(CC(=O)O)SCC(C=O)NC(=O)CccccO;0,0,0,0;1,0,0,0;False;False
1841;cc(cccO)C(N)C(=O)NCCSC(C)(C)C;0,0,0,0;1,0,0,0;False;False
1842;ccc(cc)C(N)C(=O)NCCSC(C)(C)C;0,0,0,0;1,0,0,0;False;False
1843;ccc(c)C(N)C(=O)NCCSC(C)(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
1844;cc(O)cccC(N)C(=O)NCCSC(C)(C)C;0,0,0,0;1,0,0,0;False;False
1845;CC(C)(CC(=O)O)SCCNC(=O)C(N)ccccO;0,0,0,0;1,0,0,0;False;False
1846;CC(C)(C)SCCNC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1847;cc(cccO)CC(=O)NCCSC(C)(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
1848;ccc(cc)CC(=O)NCCSC(C)(C)CC(=O)O;0,0,0,0;1,0,1,0;False;False
1849;cc(O)cccCC(=O)NCCSC(C)(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
1850;ccc(c)C(N)C(=O)NCC(=O)NCC(C)(C)S;0,0,0,0;1,0,0,0;False;False
1851;cc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)(C)S;0,0,0,0;1,0,0,0;False;False
1852;CC(C)(S)CNC(=O)CNC(=O)C(N)ccccO;0,0,0,0;1,0,0,0;False;False
1853;cccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)(C)S;0,0,0,0;1,0,0,0;False;False
1854;cc(cccO)CC(=O)NCC(=O)NCC(C)(C)S;0,0,0,0;1,0,0,0;False;False
1855;ccc(cc)CC(=O)NCC(=O)NCC(C)(C)S;0,0,0,0;1,0,1,0;False;False
1856;ccc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S;0,0,0,0;1,0,1,0;False;False
1857;cc(O)cccCC(=O)NCC(=O)NCC(C)(C)S;0,0,0,0;1,0,0,0;False;False
1858;CC(C)(S)C(NC(=O)CNC(=O)CccccO)C(=O)O;0,0,0,0;1,0,0,0;False;False
1859;ccc(c)C(N)C(=O)NC1C(=O)NC1SC(C)C;0,0,0,0;1,0,0,0;False;False
1860;CC(C)SC1NC(=O)C1NC(=O)C(N)ccccO;0,0,0,0;1,0,0,0;False;False
1861;cc(cccO)CC(=O)NC1C(=O)NC1SC(C)C;0,0,0,0;1,0,0,0;False;False
1862;ccc(cc)CC(=O)NC1C(=O)NC1SC(C)C;0,0,0,0;1,0,1,0;False;False
1863;cc(O)cccCC(=O)NC1C(=O)NC1SC(C)C;0,0,0,0;1,0,0,0;False;False
1864;cc(cccO)C(N)C(=O)NCC(N)SC(C)C;0,0,0,0;1,0,0,0;False;False
1865;ccc(cc)C(N)C(=O)NCC(N)SC(C)C;0,0,0,0;1,0,0,0;False;False
1866;cc(O)cccC(N)C(=O)NCC(N)SC(C)C;0,0,0,0;1,0,0,0;False;False
1867;CC(C)SC(N)CNC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1868;cc(cccO)C(N)C(=O)NC(C=O)CSC(C)C;0,0,0,0;1,0,0,0;False;False
1869;ccc(cc)C(N)C(=O)NC(C=O)CSC(C)C;0,0,0,0;1,0,0,0;False;False
1870;cc(O)cccC(N)C(=O)NC(C=O)CSC(C)C;0,0,0,0;1,0,0,0;False;False
1871;CC(C)SCC(C=O)NC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1872;CC(C)SCCNC(=O)C(N)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1873;ccc(c)C(N)C(=O)NC1CN(CC(C)C)C1=O;0,0,0,0;1,0,0,0;False;False
1874;cc(c)C(N)C(=O)NC1CN(C(C(=O)O)C(C)C)C1=O;0,0,0,0;1,0,0,0;False;False
1875;CC(C)CN1CC(NC(=O)C(N)ccccO)C1=O;0,0,0,0;1,0,0,0;False;False
1876;cccC(N)C(=O)NC1CN(C(C(=O)O)C(C)C)C1=O;0,0,0,0;1,0,0,0;False;False
1877;cc(cccO)CC(=O)NC1CN(CC(C)C)C1=O;0,0,0,0;1,0,0,0;False;False
1878;ccc(cc)CC(=O)NC1CN(CC(C)C)C1=O;0,0,0,0;1,0,1,0;False;False
1879;ccc(c)CC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O;0,0,0,0;1,0,1,0;False;False
1880;cc(O)cccCC(=O)NC1CN(CC(C)C)C1=O;0,0,0,0;1,0,0,0;False;False
1881;CC(C)C(C(=O)O)N1CC(NC(=O)CccccO)C1=O;0,0,0,0;1,0,0,0;False;False
1882;cc(cccO)C(N)C(=O)NCC(=O)NCC(C)C;0,0,0,0;1,0,0,0;False;False
1883;ccc(cc)C(N)C(=O)NCC(=O)NCC(C)C;0,0,0,0;1,0,0,0;False;False
1884;ccc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)C;0,0,0,0;1,0,0,0;False;False
1885;cc(O)cccC(N)C(=O)NCC(=O)NCC(C)C;0,0,0,0;1,0,0,0;False;False
1886;CC(C)C(NC(=O)CNC(=O)C(N)ccccO)C(=O)O;0,0,0,0;1,0,0,0;False;False
1887;CC(C)CNC(=O)CNC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1888;cc(cccO)CC(=O)NCC(=O)NC(C(=O)O)C(C)C;0,0,0,0;1,0,0,0;False;False
1889;ccc(cc)CC(=O)NCC(=O)NC(C(=O)O)C(C)C;0,0,0,0;1,0,1,0;False;False
1890;cc(O)cccCC(=O)NCC(=O)NC(C(=O)O)C(C)C;0,0,0,0;1,0,0,0;False;False
1891;cc(cccO)C(N)C(=O)NCCNCC(C)C;0,0,0,0;1,0,0,0;False;False
1892;ccc(cc)C(N)C(=O)NCCNCC(C)C;0,0,0,0;1,0,0,0;False;False
1893;ccc(c)C(N)C(=O)NCCNC(C(=O)O)C(C)C;0,0,0,0;1,0,0,0;False;False
1894;cc(O)cccC(N)C(=O)NCCNCC(C)C;0,0,0,0;1,0,0,0;False;False
1895;CC(C)C(NCCNC(=O)C(N)ccccO)C(=O)O;0,0,0,0;1,0,0,0;False;False
1896;CC(C)CNCCNC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1897;cc(cccO)CC(=O)NCCNC(C(=O)O)C(C)C;0,0,0,0;1,0,0,0;False;False
1898;ccc(cc)CC(=O)NCCNC(C(=O)O)C(C)C;0,0,0,0;1,0,1,0;False;False
1899;cc(O)cccCC(=O)NCCNC(C(=O)O)C(C)C;0,0,0,0;1,0,0,0;False;False
1900;ccc(c)C(N)C(=O)NC1C(=O)N2CC(C)SC12;0,0,0,0;1,0,0,0;False;False
1901;cc(c)C(N)C(=O)NC1C(=O)N2C1SC(C)C2C(=O)O;0,0,0,0;1,0,0,0;False;False
1902;CC1CN2C(=O)C(NC(=O)C(N)ccccO)C2S1;0,0,0,0;1,0,0,0;False;False
1903;cccC(N)C(=O)NC1C(=O)N2C1SC(C)C2C(=O)O;0,0,0,0;1,0,0,0;False;False
1904;cc(cccO)CC(=O)NC1C(=O)N2CC(C)SC12;0,0,0,0;1,0,0,0;False;False
1905;ccc(cc)CC(=O)NC1C(=O)N2CC(C)SC12;0,0,0,0;1,0,1,0;False;False
1906;ccc(c)CC(=O)NC1C(=O)N2C1SC(C)C2C(=O)O;0,0,0,0;1,0,1,0;False;False
1907;cc(O)cccCC(=O)NC1C(=O)N2CC(C)SC12;0,0,0,0;1,0,0,0;False;False
1908;CC1SC2C(NC(=O)CccccO)C(=O)N2C1C(=O)O;0,0,0,0;1,0,0,0;False;False
1909;cc(cccO)C(N)C(=O)NCC1NCC(C)S1;0,0,0,0;1,0,0,0;False;False
1910;ccc(cc)C(N)C(=O)NCC1NCC(C)S1;0,0,0,0;1,0,0,0;False;False
1911;ccc(c)C(N)C(=O)NCC1NC(C(=O)O)C(C)S1;0,0,0,0;1,0,0,0;False;False
1912;cc(O)cccC(N)C(=O)NCC1NCC(C)S1;0,0,0,0;1,0,0,0;False;False
1913;CC1SC(CNC(=O)C(N)ccccO)NC1C(=O)O;0,0,0,0;1,0,0,0;False;False
1914;CC1CNC(CNC(=O)Cc2ccc(O)cc2)S1;0,0,0,0;1,0,0,0;False;False
1915;cc(cccO)CC(=O)NCC1NC(C(=O)O)C(C)S1;0,0,0,0;1,0,0,0;False;False
1916;ccc(cc)CC(=O)NCC1NC(C(=O)O)C(C)S1;0,0,0,0;1,0,1,0;False;False
1917;cc(O)cccCC(=O)NCC1NC(C(=O)O)C(C)S1;0,0,0,0;1,0,0,0;False;False
1918;ccc(c)C(N)C(=O)NC(C=O)CSC(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
1919;CC(CC(=O)O)SCC(C=O)NC(=O)C(N)ccccO;0,0,0,0;1,0,0,0;False;False
1920;cc(cccO)CC(=O)NC(C=O)CSC(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
1921;ccc(cc)CC(=O)NC(C=O)CSC(C)CC(=O)O;0,0,0,0;1,0,1,0;False;False
1922;cc(O)cccCC(=O)NC(C=O)CSC(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
1923;cc(cccO)C(N)C(=O)NCCSC(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
1924;ccc(cc)C(N)C(=O)NCCSC(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
1925;cc(O)cccC(N)C(=O)NCCSC(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
1926;CC(CC(=O)O)SCCNC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1927;cc(cccO)C(N)C(=O)NCC(=O)NCC(C)S;0,0,0,0;1,0,0,0;False;False
1928;ccc(cc)C(N)C(=O)NCC(=O)NCC(C)S;0,0,0,0;1,0,0,0;False;False
1929;ccc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)S;0,0,0,0;1,0,0,0;False;False
1930;cc(O)cccC(N)C(=O)NCC(=O)NCC(C)S;0,0,0,0;1,0,0,0;False;False
1931;CC(S)C(NC(=O)CNC(=O)C(N)ccccO)C(=O)O;0,0,0,0;1,0,0,0;False;False
1932;CC(S)CNC(=O)CNC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1933;cc(cccO)CC(=O)NCC(=O)NC(C(=O)O)C(C)S;0,0,0,0;1,0,0,0;False;False
1934;ccc(cc)CC(=O)NCC(=O)NC(C(=O)O)C(C)S;0,0,0,0;1,0,1,0;False;False
1935;cc(O)cccCC(=O)NCC(=O)NC(C(=O)O)C(C)S;0,0,0,0;1,0,0,0;False;False
1936;cc(cccO)C(N)C(=O)NC1C(=O)NC1SCC;0,0,0,0;1,0,0,0;False;False
1937;ccc(cc)C(N)C(=O)NC1C(=O)NC1SCC;0,0,0,0;1,0,0,0;False;False
1938;cc(O)cccC(N)C(=O)NC1C(=O)NC1SCC;0,0,0,0;1,0,0,0;False;False
1939;CCSC1NC(=O)C1NC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1940;CCSC(N)CNC(=O)C(N)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1941;CCSCC(C=O)NC(=O)C(N)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1942;cc(cccO)C(N)C(=O)NC1CN(CCC)C1=O;0,0,0,0;1,0,0,0;False;False
1943;ccc(cc)C(N)C(=O)NC1CN(CCC)C1=O;0,0,0,0;1,0,0,0;False;False
1944;ccc(c)C(N)C(=O)NC1CN(C(CC)C(=O)O)C1=O;0,0,0,0;1,0,0,0;False;False
1945;cc(O)cccC(N)C(=O)NC1CN(CCC)C1=O;0,0,0,0;1,0,0,0;False;False
1946;CCC(C(=O)O)N1CC(NC(=O)C(N)ccccO)C1=O;0,0,0,0;1,0,0,0;False;False
1947;CCCN1CC(NC(=O)Cc2ccc(O)cc2)C1=O;0,0,0,0;1,0,0,0;False;False
1948;cc(cccO)CC(=O)NC1CN(C(CC)C(=O)O)C1=O;0,0,0,0;1,0,0,0;False;False
1949;ccc(cc)CC(=O)NC1CN(C(CC)C(=O)O)C1=O;0,0,0,0;1,0,1,0;False;False
1950;cc(O)cccCC(=O)NC1CN(C(CC)C(=O)O)C1=O;0,0,0,0;1,0,0,0;False;False
1951;CCCNC(=O)CNC(=O)C(N)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1952;cc(cccO)C(N)C(=O)NCC(=O)NC(CC)C(=O)O;0,0,0,0;1,0,0,0;False;False
1953;ccc(cc)C(N)C(=O)NCC(=O)NC(CC)C(=O)O;0,0,0,0;1,0,0,0;False;False
1954;cc(O)cccC(N)C(=O)NCC(=O)NC(CC)C(=O)O;0,0,0,0;1,0,0,0;False;False
1955;CCC(NC(=O)CNC(=O)Cc1ccc(O)cc1)C(=O)O;0,0,0,0;1,0,0,0;False;False
1956;CCCNCCNC(=O)C(N)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1957;cc(cccO)C(N)C(=O)NCCNC(CC)C(=O)O;0,0,0,0;1,0,0,0;False;False
1958;ccc(cc)C(N)C(=O)NCCNC(CC)C(=O)O;0,0,0,0;1,0,0,0;False;False
1959;cc(O)cccC(N)C(=O)NCCNC(CC)C(=O)O;0,0,0,0;1,0,0,0;False;False
1960;CCC(NCCNC(=O)Cc1ccc(O)cc1)C(=O)O;0,0,0,0;1,0,0,0;False;False
1961;cc(cccO)C(N)C(=O)NC1C(=O)N2CCSC12;0,0,0,0;1,0,0,0;False;False
1962;ccc(cc)C(N)C(=O)NC1C(=O)N2CCSC12;0,0,0,0;1,0,0,0;False;False
1963;ccc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)CSC12;0,0,0,0;1,0,0,0;False;False
1964;cc(O)cccC(N)C(=O)NC1C(=O)N2CCSC12;0,0,0,0;1,0,0,0;False;False
1965;NC(ccccO)C(=O)NC1C(=O)N2C(C(=O)O)CSC12;0,0,0,0;1,0,0,0;False;False
1966;O=C(Cc1ccc(O)cc1)NC1C(=O)N2CCSC12;0,0,0,0;1,0,0,0;False;False
1967;cc(cccO)CC(=O)NC1C(=O)N2C(C(=O)O)CSC12;0,0,0,0;1,0,0,0;False;False
1968;ccc(cc)CC(=O)NC1C(=O)N2C(C(=O)O)CSC12;0,0,0,0;1,0,1,0;False;False
1969;cc(O)cccCC(=O)NC1C(=O)N2C(C(=O)O)CSC12;0,0,0,0;1,0,0,0;False;False
1970;NC(C(=O)NCC1NCCS1)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1971;cc(cccO)C(N)C(=O)NCC1NC(C(=O)O)CS1;0,0,0,0;1,0,0,0;False;False
1972;ccc(cc)C(N)C(=O)NCC1NC(C(=O)O)CS1;0,0,0,0;1,0,0,0;False;False
1973;cc(O)cccC(N)C(=O)NCC1NC(C(=O)O)CS1;0,0,0,0;1,0,0,0;False;False
1974;O=C(Cc1ccc(O)cc1)NCC1NC(C(=O)O)CS1;0,0,0,0;1,0,0,0;False;False
1975;cc(cccO)C(N)C(=O)NC(C=O)CSCCC(=O)O;0,0,0,0;1,0,0,0;False;False
1976;ccc(cc)C(N)C(=O)NC(C=O)CSCCC(=O)O;0,0,0,0;1,0,0,0;False;False
1977;cc(O)cccC(N)C(=O)NC(C=O)CSCCC(=O)O;0,0,0,0;1,0,0,0;False;False
1978;O=CC(CSCCC(=O)O)NC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1979;NC(C(=O)NCCSCCC(=O)O)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1980;NC(C(=O)NCC(=O)NCCS)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1981;cc(cccO)C(N)C(=O)NCC(=O)NC(CS)C(=O)O;0,0,0,0;1,0,0,0;False;False
1982;ccc(cc)C(N)C(=O)NCC(=O)NC(CS)C(=O)O;0,0,0,0;1,0,0,0;False;False
1983;cc(O)cccC(N)C(=O)NCC(=O)NC(CS)C(=O)O;0,0,0,0;1,0,0,0;False;False
1984;O=C(Cc1ccc(O)cc1)NCC(=O)NC(CS)C(=O)O;0,0,0,0;1,0,0,0;False;False
1985;CSC1NC(=O)C1NC(=O)C(N)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1986;CCN1CC(NC(=O)C(N)c2ccc(O)cc2)C1=O;0,0,0,0;1,0,0,0;False;False
1987;cc(cccO)C(N)C(=O)NC1CN(C(C)C(=O)O)C1=O;0,0,0,0;1,0,0,0;False;False
1988;ccc(cc)C(N)C(=O)NC1CN(C(C)C(=O)O)C1=O;0,0,0,0;1,0,0,0;False;False
1989;cc(O)cccC(N)C(=O)NC1CN(C(C)C(=O)O)C1=O;0,0,0,0;1,0,0,0;False;False
1990;CC(C(=O)O)N1CC(NC(=O)Cc2ccc(O)cc2)C1=O;0,0,0,0;1,0,0,0;False;False
1991;CC(NC(=O)CNC(=O)C(N)c1ccc(O)cc1)C(=O)O;0,0,0,0;1,0,0,0;False;False
1992;CC(NCCNC(=O)C(N)c1ccc(O)cc1)C(=O)O;0,0,0,0;1,0,0,0;False;False
1993;CN1C(=O)C(NC(=O)C(N)c2ccc(O)cc2)C1S;0,0,0,0;1,0,0,0;False;False
1994;cc(cccO)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1S;0,0,0,0;1,0,0,0;False;False
1995;ccc(cc)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1S;0,0,0,0;1,1,0,0;False;False
1996;cc(O)cccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1S;0,0,0,0;1,0,0,0;False;False
1997;O=C(O)CN1C(=O)C(NC(=O)Cc2ccc(O)cc2)C1S;0,0,0,0;1,0,0,0;False;False
1998;NC(C(=O)NCC(S)NCC(=O)O)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
1999;NC(C(=O)NC1CN(CC(=O)O)C1=O)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
2000;ccc(c)C(N)C(=O)NC1C(=O)N2CC(C)(C)SC12;0,0,0,0;1,0,0,0;False;False
2001;cc(c)C(N)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O;0,0,0,0;1,0,0,0;False;False
2002;CC1(C)CN2C(=O)C(NC(=O)C(N)ccccO)C2S1;0,0,0,0;1,0,0,0;False;False
2003;cccC(N)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O;0,0,0,0;1,0,0,0;False;False
2004;cc(cccO)CC(=O)NC1C(=O)N2CC(C)(C)SC12;0,0,0,0;1,0,0,0;False;False
2005;ccc(cc)CC(=O)NC1C(=O)N2CC(C)(C)SC12;0,0,0,0;1,0,1,0;False;False
2006;ccc(c)CC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O;0,0,0,0;1,0,1,0;False;False
2007;cc(O)cccCC(=O)NC1C(=O)N2CC(C)(C)SC12;0,0,0,0;1,0,0,0;False;False
2008;CC1(C)SC2C(NC(=O)CccccO)C(=O)N2C1C(=O)O;0,0,0,0;1,0,0,0;False;False
2009;cc(cccO)C(N)C(=O)NCC1NCC(C)(C)S1;0,0,0,0;1,0,0,0;False;False
2010;ccc(cc)C(N)C(=O)NCC1NCC(C)(C)S1;0,0,0,0;1,0,0,0;False;False
2011;ccc(c)C(N)C(=O)NCC1NC(C(=O)O)C(C)(C)S1;0,0,0,0;1,0,0,0;False;False
2012;cc(O)cccC(N)C(=O)NCC1NCC(C)(C)S1;0,0,0,0;1,0,0,0;False;False
2013;CC1(C)SC(CNC(=O)C(N)ccccO)NC1C(=O)O;0,0,0,0;1,0,0,0;False;False
2014;CC1(C)CNC(CNC(=O)Cc2ccc(O)cc2)S1;0,0,0,0;1,0,0,0;False;False
2015;cc(cccO)CC(=O)NCC1NC(C(=O)O)C(C)(C)S1;0,0,0,0;1,0,0,0;False;False
2016;ccc(cc)CC(=O)NCC1NC(C(=O)O)C(C)(C)S1;0,0,0,0;1,0,1,0;False;False
2017;cc(O)cccCC(=O)NCC1NC(C(=O)O)C(C)(C)S1;0,0,0,0;1,0,0,0;False;False
2018;cc(cccO)C(N)C(=O)NC(C=O)CSC(C)(C)C;0,0,0,0;1,0,0,0;False;False
2019;ccc(cc)C(N)C(=O)NC(C=O)CSC(C)(C)C;0,0,0,0;1,0,0,0;False;False
2020;ccc(c)C(N)C(=O)NC(C=O)CSC(C)(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
2021;cc(O)cccC(N)C(=O)NC(C=O)CSC(C)(C)C;0,0,0,0;1,0,0,0;False;False
2022;CC(C)(CC(=O)O)SCC(C=O)NC(=O)C(N)ccccO;0,0,0,0;1,0,0,0;False;False
2023;CC(C)(C)SCC(C=O)NC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
2024;cc(cccO)CC(=O)NC(C=O)CSC(C)(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
2025;ccc(cc)CC(=O)NC(C=O)CSC(C)(C)CC(=O)O;0,0,0,0;1,0,1,0;False;False
2026;cc(O)cccCC(=O)NC(C=O)CSC(C)(C)CC(=O)O;0,0,0,0;1,0,0,0;False;False
